vehicle_model,fuel_type,transmission_type,country,maximum_power(hp),maximum_torque(N/m),maximum_speed(km/h),vehicle_acceleration(0-100 km/h in seconds),vehicle_mileage(mpg),vehicle_sprung_mass(kg),steering_radius(m),axle_type(driven/dead),tyre_brand,tyre_size,tread_material,tread_pattern,tyre_camber_angle(degree),standard_tread_depth(mm),retreaded,road_condition,weather_condition,expected_tyre_life(km),kilometers_driven(km),remaining_useful_life(km),current_tread_depth(mm)
Coupe,Hybrid,Automatic,UK,224,273,258,11.13,20.11,2237,5.32,dead,Pirelli,195/65R15,Silica Compound,Symmetric,-0.78,8.0,No,Off-road,Cold,45965.4,870.5,28107.5,8.0
Hatchback,Diesel,Manual,India,148,446,182,5.58,52.92,1505,5.71,driven,Continental,195/65R15,Dual Compound,Directional,1.82,8.0,No,Rough,Dry,47814.6,38164.0,6015.2,2.91
Coupe,Diesel,Automatic,Germany,137,541,196,6.52,37.88,2144,6.5,driven,Goodyear,195/65R15,Carbon Black,Symmetric,-1.08,8.5,No,Smooth,Cold,48595.6,31772.4,10485.8,4.03
Truck,Diesel,Manual,Germany,264,213,156,5.57,27.22,2157,5.49,dead,Continental,245/40R18,Dual Compound,Directional,-0.25,8.0,No,Smooth,Humid,44853.4,14612.6,18848.9,5.92
Coupe,Hybrid,Automatic,India,141,417,171,13.53,34.82,1719,4.92,driven,Michelin,195/65R15,Dual Compound,Asymmetric,1.33,8.5,No,Off-road,Cold,65486.5,6431.1,36809.0,7.86
Hatchback,Electric,Automatic,India,387,252,194,8.05,35.07,2394,4.83,driven,Michelin,245/40R18,Dual Compound,Symmetric,-0.4,8.0,No,Rough,Rainy,58318.5,34477.9,14859.7,4.12
Hatchback,Hybrid,Manual,India,375,514,152,7.37,15.93,1256,4.58,driven,Pirelli,225/65R17,Silica Compound,Symmetric,1.76,8.5,No,Off-road,Humid,65042.4,22670.5,26410.2,6.04
Truck,Petrol,Manual,Germany,245,184,186,4.14,29.22,1953,5.62,driven,Continental,205/55R16,Dual Compound,Symmetric,0.97,8.5,No,Rough,Humid,54811.9,13998.4,25438.9,6.74
SUV,Petrol,Automatic,UK,250,409,226,5.53,44.59,2203,5.59,driven,Michelin,225/65R17,Dual Compound,Asymmetric,-0.54,7.5,No,Smooth,Dry,55586.9,40104.2,9650.3,3.21
SUV,Hybrid,Manual,India,142,495,201,8.21,35.4,1932,4.91,driven,Bridgestone,195/65R15,Dual Compound,Directional,0.02,8.5,No,Smooth,Cold,58484.3,19191.6,24490.9,6.33
Coupe,Hybrid,Manual,USA,226,376,168,4.69,24.77,2071,5.89,dead,Bridgestone,205/55R16,Carbon Black,Directional,2.8,8.0,No,Off-road,Humid,51127.6,6955.8,27532.0,7.25
Sedan,Diesel,Automatic,India,385,586,161,9.11,28.4,1896,5.98,driven,Goodyear,195/65R15,Silica Compound,Symmetric,0.97,7.5,No,Rough,Humid,54897.5,26441.6,17736.4,4.49
Coupe,Hybrid,Automatic,Japan,240,505,204,8.55,49.52,1018,5.02,driven,Pirelli,195/65R15,Silica Compound,Asymmetric,2.43,8.0,No,Off-road,Cold,56407.5,46731.6,6030.9,2.73
Truck,Diesel,Automatic,India,220,332,168,11.67,36.02,2069,5.19,dead,Michelin,205/55R16,Silica Compound,Directional,-1.93,8.5,No,Rough,Cold,68606.3,58291.9,6428.9,2.72
Truck,Petrol,Manual,Germany,413,267,187,10.6,36.13,1450,6.48,dead,Goodyear,225/65R17,Carbon Black,Directional,-0.1,7.5,No,Off-road,Humid,66487.2,56470.5,6243.4,2.35
Truck,Diesel,Manual,India,176,180,144,8.46,53.46,1897,5.25,dead,Bridgestone,195/65R15,Dual Compound,Directional,2.45,8.5,Yes,Smooth,Humid,43877.4,18468.9,15837.0,5.84
Truck,Hybrid,Manual,Japan,300,590,240,6.25,27.84,2079,6.02,dead,Goodyear,205/55R16,Carbon Black,Directional,-1.06,8.5,No,Off-road,Cold,41238.5,32616.9,5373.8,3.16
Truck,Petrol,Manual,USA,122,268,210,11.27,34.18,1740,5.41,driven,Goodyear,225/65R17,Silica Compound,Directional,2.81,8.0,Yes,Rough,Rainy,60410.0,51362.5,5639.3,2.7
Hatchback,Electric,Automatic,UK,371,207,277,11.08,47.47,2115,6.09,dead,Michelin,245/40R18,Silica Compound,Symmetric,-2.42,8.0,No,Off-road,Cold,41476.0,19059.8,13971.9,4.72
SUV,Diesel,Manual,India,187,443,205,5.53,45.36,1081,6.04,driven,Michelin,225/65R17,Silica Compound,Symmetric,2.42,8.0,No,Rough,Rainy,41810.5,13326.7,17753.9,6.06
Truck,Petrol,Automatic,Japan,345,502,211,13.15,25.63,1736,5.84,dead,Michelin,225/65R17,Carbon Black,Symmetric,-0.33,7.5,No,Off-road,Humid,44777.9,31432.5,8318.1,3.34
Sedan,Diesel,Manual,Japan,174,515,164,4.64,21.04,1078,6.21,dead,Pirelli,205/55R16,Silica Compound,Directional,-2.56,8.0,No,Rough,Dry,50551.2,45722.0,3010.0,2.28
Sedan,Petrol,Automatic,USA,341,397,199,4.55,43.03,1282,6.38,dead,Goodyear,225/65R17,Dual Compound,Directional,2.28,8.5,No,Rough,Cold,53049.9,51572.6,920.8,1.86
Sedan,Petrol,Automatic,Germany,392,523,179,5.87,25.31,2334,5.66,driven,Goodyear,245/40R18,Carbon Black,Directional,-1.49,7.5,No,Rough,Humid,55581.3,16131.1,24589.1,5.97
Sedan,Diesel,Automatic,India,150,201,146,13.09,51.91,1996,4.97,dead,Pirelli,245/40R18,Dual Compound,Symmetric,-2.87,8.0,No,Off-road,Humid,69768.6,66710.8,1906.0,1.86
Hatchback,Electric,Manual,Japan,298,248,185,9.2,20.17,1159,5.3,dead,Bridgestone,195/65R15,Silica Compound,Directional,-2.19,8.0,No,Off-road,Dry,51557.0,25741.5,16090.7,4.8
Sedan,Petrol,Automatic,USA,100,405,225,11.88,27.73,2339,6.02,dead,Continental,245/40R18,Silica Compound,Symmetric,0.95,8.0,No,Smooth,Cold,47282.6,14470.1,20451.9,5.94
Truck,Petrol,Automatic,UK,171,501,160,6.28,17.19,2179,5.8,driven,Bridgestone,195/65R15,Carbon Black,Directional,2.87,8.5,No,Rough,Humid,57257.6,56593.3,414.1,1.77
Coupe,Petrol,Manual,Japan,206,472,140,8.9,43.13,1887,4.86,driven,Pirelli,245/40R18,Dual Compound,Symmetric,-2.33,8.0,No,Smooth,Rainy,46454.5,40778.2,3538.1,2.36
Sedan,Electric,Automatic,USA,159,399,262,7.58,50.65,1467,4.6,dead,Goodyear,225/65R17,Carbon Black,Asymmetric,-0.23,8.5,Yes,Smooth,Dry,68216.3,47234.1,13078.1,3.9
Hatchback,Electric,Manual,Germany,391,389,264,12.28,40.43,1852,5.87,driven,Goodyear,195/65R15,Dual Compound,Directional,-1.92,7.5,No,Rough,Rainy,47777.6,42758.2,3128.6,2.19
Hatchback,Hybrid,Manual,Germany,317,411,172,4.23,52.51,1461,5.0,dead,Michelin,245/40R18,Silica Compound,Directional,1.47,8.0,No,Smooth,Cold,69698.0,47498.4,13836.9,3.76
Sedan,Diesel,Automatic,Japan,261,572,143,6.44,20.14,1853,5.5,driven,Michelin,225/65R17,Carbon Black,Symmetric,-2.29,8.5,No,Off-road,Rainy,52560.0,23147.6,18332.6,5.49
Coupe,Electric,Automatic,Japan,104,322,142,5.53,18.51,1116,5.99,dead,Goodyear,225/65R17,Carbon Black,Directional,-1.56,8.0,No,Smooth,Dry,64380.6,61036.0,2084.7,1.9
Sedan,Diesel,Manual,India,235,143,230,12.59,48.54,1363,5.63,driven,Goodyear,195/65R15,Dual Compound,Symmetric,-1.82,8.0,No,Off-road,Humid,59448.4,57263.5,1361.8,1.92
Hatchback,Hybrid,Automatic,USA,84,563,191,8.68,49.22,1465,4.67,dead,Michelin,205/55R16,Silica Compound,Symmetric,0.32,7.5,No,Rough,Dry,68004.8,21365.4,29070.1,5.63
SUV,Diesel,Manual,Japan,199,470,167,8.04,48.24,1183,4.87,driven,Michelin,225/65R17,Silica Compound,Asymmetric,2.24,7.5,No,Rough,Humid,58762.8,20825.3,23646.3,5.14
Truck,Electric,Manual,India,356,430,209,8.49,46.96,1659,4.94,driven,Bridgestone,225/65R17,Dual Compound,Asymmetric,0.07,8.5,No,Rough,Humid,57436.5,21982.1,22098.6,5.85
Hatchback,Diesel,Manual,India,97,580,196,13.72,29.49,2189,5.02,dead,Goodyear,205/55R16,Dual Compound,Directional,-2.65,8.5,No,Smooth,Rainy,59585.6,48988.0,6605.4,2.69
Sedan,Electric,Automatic,Japan,277,327,247,12.5,23.7,1074,5.63,dead,Goodyear,195/65R15,Dual Compound,Directional,0.38,8.5,Yes,Rough,Dry,63594.0,50312.1,8278.5,3.04
Truck,Diesel,Manual,Germany,136,399,163,11.06,52.15,1825,5.51,driven,Pirelli,245/40R18,Dual Compound,Symmetric,1.79,7.5,No,Rough,Dry,66965.2,65834.5,704.8,1.7
Sedan,Electric,Automatic,USA,172,324,216,6.9,27.28,2295,4.91,dead,Bridgestone,245/40R18,Dual Compound,Symmetric,-2.21,8.5,Yes,Off-road,Humid,48004.4,22332.3,16001.3,5.3
Sedan,Electric,Automatic,USA,98,271,215,5.65,30.94,1502,4.64,dead,Continental,225/65R17,Silica Compound,Symmetric,-2.56,7.5,No,Smooth,Dry,46026.6,33910.9,7551.7,3.05
SUV,Diesel,Automatic,Germany,432,557,208,13.21,42.98,1794,4.84,dead,Continental,205/55R16,Silica Compound,Symmetric,-1.87,7.5,Yes,Smooth,Cold,41030.5,35151.7,3664.2,2.34
Truck,Hybrid,Automatic,Japan,272,145,240,8.23,26.73,1586,6.47,dead,Continental,225/65R17,Carbon Black,Directional,1.48,8.0,No,Rough,Cold,51102.4,11305.4,24805.3,6.59
Truck,Petrol,Manual,USA,316,313,231,6.79,47.77,1655,5.44,driven,Michelin,195/65R15,Silica Compound,Asymmetric,0.55,8.0,No,Smooth,Rainy,65385.6,40575.4,15464.1,3.99
SUV,Hybrid,Automatic,Japan,356,455,231,8.71,17.8,2366,6.23,dead,Continental,225/65R17,Dual Compound,Directional,0.24,8.5,No,Rough,Rainy,42095.7,23056.2,11867.3,4.96
Hatchback,Diesel,Manual,Japan,306,541,169,13.18,46.65,1699,6.2,driven,Pirelli,245/40R18,Silica Compound,Directional,-1.5,7.5,No,Off-road,Dry,56155.6,41713.9,9001.4,2.87
Sedan,Hybrid,Manual,India,312,357,157,7.87,39.07,1634,5.52,driven,Michelin,205/55R16,Silica Compound,Directional,-1.01,7.5,No,Smooth,Rainy,60843.7,42312.4,11550.5,3.35
Coupe,Electric,Automatic,Germany,119,440,183,9.63,37.92,1843,5.91,dead,Michelin,195/65R15,Silica Compound,Asymmetric,2.8,7.5,No,Smooth,Dry,65105.6,52917.3,7596.9,2.68
Sedan,Petrol,Manual,Japan,402,194,238,12.03,33.34,2274,4.89,dead,Continental,225/65R17,Carbon Black,Directional,-1.56,8.0,No,Off-road,Rainy,57502.9,17891.8,24689.4,5.92
Sedan,Diesel,Manual,UK,232,554,260,8.27,26.08,1834,5.88,driven,Michelin,245/40R18,Carbon Black,Asymmetric,2.41,7.5,No,Smooth,Cold,45589.6,9863.6,22267.8,6.27
Hatchback,Diesel,Automatic,Germany,206,282,254,6.34,33.56,2153,5.04,dead,Bridgestone,225/65R17,Dual Compound,Symmetric,0.48,8.5,No,Rough,Humid,68936.1,55507.3,8370.1,2.96
Sedan,Diesel,Manual,USA,316,418,199,13.95,33.0,1763,6.16,dead,Bridgestone,245/40R18,Dual Compound,Directional,-2.26,8.5,No,Smooth,Humid,42839.5,15446.4,17074.0,6.1
SUV,Petrol,Manual,India,134,148,195,13.57,38.35,1357,4.67,driven,Continental,205/55R16,Carbon Black,Symmetric,-0.2,8.0,No,Smooth,Cold,63070.0,18137.3,28006.3,6.03
SUV,Electric,Manual,USA,251,284,170,12.43,26.26,1691,6.05,driven,Pirelli,195/65R15,Silica Compound,Symmetric,2.69,8.5,No,Off-road,Humid,42596.8,14347.4,17607.7,6.22
Truck,Diesel,Manual,USA,188,456,240,10.88,18.1,2431,4.7,driven,Michelin,225/65R17,Silica Compound,Symmetric,-0.49,7.5,No,Off-road,Dry,44302.6,2939.7,25781.3,7.32
Coupe,Hybrid,Automatic,Germany,433,305,198,6.95,20.8,1621,6.26,dead,Goodyear,195/65R15,Carbon Black,Directional,2.18,7.5,No,Rough,Dry,66946.5,51759.3,9466.1,2.77
Sedan,Diesel,Manual,USA,263,173,263,13.13,42.97,1481,5.11,dead,Continental,205/55R16,Dual Compound,Symmetric,-1.46,8.5,No,Smooth,Cold,62592.2,44763.4,11112.6,3.6
Sedan,Diesel,Manual,Japan,447,414,269,6.76,15.9,1979,5.81,driven,Michelin,245/40R18,Silica Compound,Directional,0.43,8.0,No,Smooth,Cold,50965.2,28168.1,14209.3,4.63
Hatchback,Diesel,Manual,USA,277,161,236,12.01,49.26,2101,5.48,driven,Continental,205/55R16,Dual Compound,Symmetric,2.06,7.5,No,Off-road,Cold,59161.7,42364.8,10469.4,3.33
SUV,Diesel,Manual,India,166,531,246,13.18,42.78,1977,5.23,dead,Continental,205/55R16,Silica Compound,Directional,2.52,7.5,No,Rough,Cold,53717.4,20043.7,20988.6,5.44
Coupe,Electric,Automatic,India,280,404,157,10.03,45.72,2344,5.79,dead,Pirelli,195/65R15,Dual Compound,Directional,-0.09,8.0,No,Smooth,Humid,41996.1,12404.4,18444.4,6.07
Truck,Hybrid,Manual,UK,416,546,210,12.03,48.44,1289,6.4,dead,Goodyear,205/55R16,Silica Compound,Directional,0.84,7.5,No,Rough,Humid,61633.8,53146.9,5289.9,2.36
SUV,Electric,Automatic,India,401,506,245,11.92,19.91,2320,4.58,driven,Michelin,225/65R17,Dual Compound,Symmetric,-2.98,8.5,No,Smooth,Humid,62897.7,26571.4,22642.0,5.67
Truck,Hybrid,Manual,USA,354,257,193,5.93,47.9,1751,6.34,dead,Continental,245/40R18,Dual Compound,Directional,-1.48,8.5,No,Off-road,Dry,66470.2,13022.3,33313.8,7.09
Hatchback,Diesel,Automatic,India,290,306,233,10.68,35.19,2498,5.72,dead,Continental,205/55R16,Dual Compound,Symmetric,-1.33,8.0,No,Off-road,Rainy,56219.1,42110.6,8793.8,3.09
Hatchback,Petrol,Automatic,Germany,197,517,215,4.93,50.42,1022,6.11,driven,Michelin,225/65R17,Carbon Black,Asymmetric,-2.44,8.0,No,Off-road,Dry,60194.1,20217.5,24917.2,5.73
Sedan,Electric,Automatic,India,270,323,174,9.08,50.46,1805,5.27,dead,Continental,245/40R18,Dual Compound,Symmetric,-1.32,8.5,No,Off-road,Rainy,53141.5,11258.1,26105.7,7.01
Coupe,Petrol,Automatic,Japan,121,550,150,5.62,15.97,1171,5.44,driven,Continental,195/65R15,Carbon Black,Symmetric,-1.07,8.0,No,Off-road,Cold,49567.3,1348.9,30054.3,7.7
Truck,Electric,Automatic,Germany,121,161,200,8.16,30.31,1834,6.24,dead,Continental,245/40R18,Carbon Black,Directional,2.81,8.5,No,Off-road,Cold,52351.0,50812.0,959.3,1.83
SUV,Diesel,Manual,UK,394,469,183,12.33,36.06,1317,5.33,driven,Bridgestone,195/65R15,Dual Compound,Symmetric,1.01,8.0,No,Rough,Humid,67352.6,31473.1,22363.5,4.91
Hatchback,Electric,Manual,Japan,355,535,260,13.87,42.13,1907,5.57,driven,Bridgestone,245/40R18,Carbon Black,Asymmetric,-0.44,8.5,No,Off-road,Humid,44925.1,7267.0,23472.1,7.45
Sedan,Diesel,Manual,USA,408,407,207,7.18,26.45,1797,4.54,driven,Goodyear,205/55R16,Carbon Black,Directional,2.93,7.5,No,Rough,Rainy,47455.0,35961.9,7163.6,2.99
Sedan,Electric,Automatic,USA,96,545,164,9.32,25.09,1990,4.82,dead,Pirelli,195/65R15,Carbon Black,Symmetric,-2.08,7.5,No,Off-road,Rainy,58185.7,51648.6,4074.5,2.12
Truck,Diesel,Manual,USA,362,535,223,9.11,30.25,1854,5.78,dead,Michelin,195/65R15,Silica Compound,Symmetric,-0.14,8.5,Yes,Smooth,Humid,43488.4,22960.5,12795.0,4.88
Hatchback,Diesel,Automatic,Japan,337,145,253,13.54,35.04,2216,5.93,dead,Pirelli,195/65R15,Dual Compound,Directional,0.88,7.5,Yes,Smooth,Cold,66755.9,1893.2,40428.6,7.39
Coupe,Hybrid,Automatic,Japan,142,490,271,8.79,53.05,1680,5.67,dead,Pirelli,205/55R16,Carbon Black,Directional,-2.67,8.5,No,Smooth,Humid,41417.1,15123.2,16388.9,5.98
Hatchback,Diesel,Manual,Japan,141,504,140,10.99,45.48,1915,4.79,driven,Bridgestone,205/55R16,Dual Compound,Symmetric,1.3,8.0,No,Rough,Cold,62659.4,15232.6,29560.9,6.38
Truck,Hybrid,Manual,Germany,179,175,270,13.22,32.17,2141,5.39,dead,Goodyear,245/40R18,Carbon Black,Symmetric,-2.4,7.5,No,Off-road,Cold,51211.8,32591.1,11606.2,3.55
Truck,Diesel,Automatic,Germany,98,372,225,7.73,17.17,2029,5.21,dead,Pirelli,245/40R18,Dual Compound,Directional,-2.16,7.5,No,Rough,Dry,41535.0,21550.7,12456.1,4.52
Hatchback,Petrol,Automatic,USA,96,241,201,13.02,21.74,1842,5.49,driven,Pirelli,205/55R16,Carbon Black,Directional,-2.04,7.5,No,Off-road,Dry,65287.8,23225.3,26217.4,5.2
Truck,Diesel,Manual,India,404,225,203,13.17,33.24,1482,6.24,driven,Continental,205/55R16,Silica Compound,Asymmetric,2.57,8.5,No,Smooth,Rainy,59213.8,38400.5,12972.9,4.06
Hatchback,Petrol,Manual,USA,325,249,265,13.31,47.55,1131,6.05,driven,Michelin,195/65R15,Silica Compound,Asymmetric,1.1,7.5,Yes,Rough,Cold,40265.8,23532.5,10429.8,3.9
SUV,Petrol,Manual,UK,330,456,244,6.7,30.23,2116,4.67,driven,Goodyear,245/40R18,Silica Compound,Asymmetric,0.93,8.0,No,Off-road,Humid,48026.0,43535.1,2799.2,2.21
Hatchback,Diesel,Manual,Germany,160,277,201,8.0,36.54,1860,6.28,dead,Michelin,245/40R18,Carbon Black,Directional,0.33,7.5,No,Rough,Cold,50561.4,30175.2,12706.6,3.87
Hatchback,Petrol,Automatic,Japan,118,495,174,12.7,50.67,1293,5.44,driven,Bridgestone,195/65R15,Dual Compound,Directional,-1.24,8.0,No,Rough,Rainy,49677.3,25221.8,15243.0,4.76
Truck,Hybrid,Manual,Germany,115,350,152,7.59,51.55,1640,5.99,dead,Pirelli,195/65R15,Carbon Black,Directional,0.73,7.5,No,Smooth,Cold,54950.3,45260.9,6039.3,2.47
Truck,Electric,Manual,Japan,276,574,182,10.0,23.63,1999,4.78,dead,Pirelli,195/65R15,Silica Compound,Symmetric,-0.54,7.5,No,Smooth,Cold,55804.1,11295.8,27741.8,6.24
Sedan,Diesel,Manual,UK,237,427,269,5.18,16.74,1391,5.84,driven,Michelin,225/65R17,Carbon Black,Directional,-2.13,8.0,No,Smooth,Rainy,51902.6,12641.6,24471.2,6.31
Sedan,Petrol,Automatic,UK,283,210,250,4.56,27.22,1248,4.97,driven,Bridgestone,225/65R17,Dual Compound,Symmetric,1.14,7.5,No,Smooth,Cold,49953.1,39141.9,6738.6,2.7
SUV,Diesel,Automatic,Germany,275,512,267,8.12,42.83,1702,5.38,driven,Continental,205/55R16,Silica Compound,Directional,-2.22,8.0,No,Smooth,Dry,55132.3,24387.8,19162.9,5.12
Sedan,Hybrid,Automatic,Japan,295,141,190,9.79,53.04,2440,4.53,driven,Continental,245/40R18,Carbon Black,Directional,-1.86,8.0,No,Off-road,Rainy,41008.5,16782.1,15100.1,5.4
Hatchback,Diesel,Automatic,UK,364,409,274,7.93,18.08,2166,4.8,driven,Pirelli,195/65R15,Dual Compound,Symmetric,1.91,8.0,No,Off-road,Dry,59356.1,52653.4,4177.7,2.31
Truck,Diesel,Manual,USA,275,229,184,9.78,16.14,2260,4.68,dead,Pirelli,195/65R15,Silica Compound,Directional,0.96,7.5,No,Smooth,Rainy,58179.5,35495.8,14138.6,3.98
Sedan,Petrol,Automatic,USA,386,168,181,9.15,50.37,1286,4.98,driven,Goodyear,245/40R18,Dual Compound,Directional,0.79,7.5,No,Smooth,Cold,48376.6,38842.0,5942.9,2.53
Sedan,Hybrid,Manual,Japan,231,248,274,10.86,44.93,1276,4.7,dead,Michelin,225/65R17,Dual Compound,Directional,-0.49,8.0,No,Smooth,Dry,45385.5,36754.9,5379.4,2.79
SUV,Electric,Manual,Germany,93,192,154,10.5,54.69,1386,5.88,driven,Pirelli,245/40R18,Silica Compound,Asymmetric,-0.62,7.5,No,Rough,Dry,42189.5,5063.9,23140.2,6.55
SUV,Electric,Manual,UK,404,459,199,8.24,30.87,2405,4.56,dead,Bridgestone,205/55R16,Carbon Black,Directional,1.14,8.5,No,Smooth,Humid,57620.3,37666.5,12437.1,4.04
Hatchback,Petrol,Manual,Germany,225,172,179,8.25,31.64,1449,5.74,dead,Michelin,225/65R17,Carbon Black,Symmetric,1.44,8.0,No,Off-road,Dry,57067.0,54357.3,1689.0,1.84
Truck,Diesel,Automatic,USA,136,586,251,5.41,21.89,1290,4.78,dead,Goodyear,245/40R18,Carbon Black,Symmetric,0.06,8.0,No,Off-road,Dry,55999.5,26881.3,18149.3,4.88
SUV,Petrol,Automatic,UK,290,475,216,9.13,19.63,2192,6.39,driven,Continental,245/40R18,Carbon Black,Symmetric,2.82,8.5,Yes,Rough,Cold,69568.5,50936.9,11613.0,3.45
Sedan,Petrol,Automatic,Germany,347,499,244,9.87,38.15,1442,6.37,driven,Goodyear,205/55R16,Dual Compound,Directional,2.73,8.5,No,Off-road,Dry,55946.3,31706.6,15108.5,4.69
Truck,Petrol,Manual,India,289,287,246,8.76,29.57,1655,4.95,driven,Michelin,245/40R18,Carbon Black,Symmetric,-0.53,8.0,No,Smooth,Dry,61653.7,12629.5,30556.5,6.72
Truck,Diesel,Manual,Japan,96,164,261,7.26,18.21,2207,5.73,dead,Continental,225/65R17,Carbon Black,Asymmetric,1.92,8.5,No,Rough,Dry,43387.5,8469.0,21764.6,7.05
Sedan,Hybrid,Manual,Japan,365,571,219,11.22,50.48,2068,4.56,dead,Bridgestone,195/65R15,Dual Compound,Symmetric,0.26,8.0,No,Rough,Cold,48969.1,21244.4,17280.7,5.2
SUV,Petrol,Manual,India,423,512,264,4.75,22.93,1826,6.36,driven,Continental,195/65R15,Dual Compound,Directional,0.07,7.5,No,Off-road,Rainy,48263.4,23310.8,15552.9,4.45
Sedan,Diesel,Manual,USA,282,224,273,13.14,44.94,2291,5.55,driven,Continental,195/65R15,Silica Compound,Asymmetric,-2.67,8.5,No,Smooth,Cold,57279.3,28819.1,17739.1,4.91
Truck,Hybrid,Automatic,UK,178,269,171,4.21,26.29,1475,4.59,dead,Bridgestone,225/65R17,Dual Compound,Symmetric,0.44,8.0,No,Smooth,Dry,49924.4,47677.8,1400.3,1.93
Coupe,Petrol,Manual,Japan,358,265,247,13.62,47.52,1252,5.18,dead,Pirelli,245/40R18,Silica Compound,Asymmetric,2.4,8.0,No,Smooth,Rainy,59232.0,5938.3,33217.7,7.24
Coupe,Electric,Automatic,India,288,323,253,8.62,19.74,2419,4.65,driven,Pirelli,245/40R18,Silica Compound,Symmetric,1.68,8.0,No,Rough,Cold,60702.7,23099.0,23438.2,5.5
Hatchback,Hybrid,Manual,India,208,481,207,8.13,45.24,1288,5.29,driven,Continental,245/40R18,Carbon Black,Directional,1.72,8.5,No,Off-road,Cold,41010.7,21101.9,12409.0,5.02
Sedan,Petrol,Manual,USA,414,418,266,6.56,18.92,2235,5.84,driven,Continental,245/40R18,Carbon Black,Asymmetric,-2.04,7.5,No,Off-road,Rainy,59192.7,57009.3,1360.9,1.72
Sedan,Hybrid,Automatic,USA,367,286,274,4.1,32.88,1999,5.44,dead,Goodyear,195/65R15,Carbon Black,Symmetric,-0.85,7.5,Yes,Off-road,Humid,43503.6,21939.5,13440.8,4.61
Hatchback,Hybrid,Automatic,Germany,331,320,253,6.75,44.36,1020,5.27,dead,Pirelli,225/65R17,Dual Compound,Symmetric,-1.6,8.5,No,Smooth,Dry,53954.1,41829.3,7557.3,3.1
Hatchback,Hybrid,Manual,Japan,344,253,147,5.09,21.93,1315,4.74,driven,Bridgestone,205/55R16,Dual Compound,Asymmetric,-1.1,8.0,Yes,Rough,Humid,61797.3,46303.4,9657.3,3.33
Hatchback,Hybrid,Manual,Germany,350,330,203,10.6,26.43,1563,4.99,driven,Continental,225/65R17,Carbon Black,Asymmetric,0.48,8.0,No,Rough,Dry,61100.3,34609.9,16511.3,4.43
Truck,Hybrid,Manual,India,267,167,274,7.19,49.59,2461,4.7,driven,Continental,245/40R18,Carbon Black,Asymmetric,-0.81,8.0,No,Off-road,Dry,48994.7,6403.8,26546.7,7.24
Sedan,Hybrid,Manual,UK,293,245,180,11.67,50.4,2446,6.11,driven,Goodyear,245/40R18,Dual Compound,Asymmetric,0.36,8.5,No,Off-road,Humid,48171.0,10537.8,23456.6,6.97
Truck,Petrol,Automatic,UK,362,358,179,6.07,16.8,2256,4.77,driven,Goodyear,225/65R17,Silica Compound,Symmetric,-0.37,8.5,No,Rough,Humid,53206.8,12777.1,25199.6,6.77
Hatchback,Electric,Manual,USA,290,126,142,13.0,21.72,1122,5.69,dead,Goodyear,225/65R17,Silica Compound,Symmetric,-1.28,8.0,No,Off-road,Dry,45660.0,1765.2,27359.4,7.76
Sedan,Diesel,Automatic,UK,444,583,249,9.23,19.7,1873,5.19,driven,Michelin,195/65R15,Carbon Black,Symmetric,-2.43,8.0,No,Rough,Rainy,69241.0,26257.4,26791.4,5.48
Truck,Hybrid,Manual,UK,155,572,253,5.15,22.19,1959,4.95,dead,Bridgestone,245/40R18,Carbon Black,Directional,2.35,8.0,No,Rough,Rainy,50347.5,30737.8,12222.6,3.99
Truck,Diesel,Automatic,UK,227,391,251,8.01,53.81,1213,5.78,dead,Michelin,225/65R17,Carbon Black,Asymmetric,-2.93,8.5,No,Off-road,Humid,67689.8,9765.4,36104.0,7.53
Hatchback,Petrol,Automatic,India,400,504,143,6.07,37.07,1838,5.41,dead,Continental,245/40R18,Silica Compound,Symmetric,-2.99,8.5,No,Rough,Humid,67247.9,11770.8,34578.6,7.41
Sedan,Hybrid,Manual,UK,292,490,273,6.0,33.72,1646,5.3,dead,Goodyear,225/65R17,Carbon Black,Asymmetric,1.96,7.5,No,Rough,Cold,50945.5,36017.8,9304.4,3.1
Hatchback,Electric,Automatic,UK,188,156,165,9.06,54.38,1967,5.69,dead,Goodyear,245/40R18,Silica Compound,Asymmetric,2.98,8.0,No,Off-road,Rainy,47622.5,8060.3,24659.0,7.05
Sedan,Diesel,Manual,UK,208,330,278,10.72,37.28,1729,5.48,dead,Goodyear,225/65R17,Dual Compound,Symmetric,1.36,8.0,Yes,Off-road,Rainy,63125.1,8543.1,34020.7,7.01
Coupe,Hybrid,Automatic,Germany,89,284,156,13.12,41.44,1599,5.11,dead,Pirelli,245/40R18,Dual Compound,Asymmetric,-2.91,7.5,No,Off-road,Dry,46881.3,45842.5,647.5,1.6
SUV,Petrol,Manual,India,126,244,231,9.02,28.31,1791,5.62,dead,Bridgestone,205/55R16,Dual Compound,Asymmetric,-1.64,8.0,No,Rough,Cold,55637.4,819.8,34167.5,7.88
SUV,Electric,Automatic,USA,394,456,170,13.66,30.28,1039,5.84,driven,Michelin,195/65R15,Carbon Black,Asymmetric,2.83,7.5,No,Off-road,Dry,43320.7,14096.9,18215.0,5.5
SUV,Diesel,Manual,Germany,175,311,246,13.42,38.78,1751,4.55,driven,Bridgestone,205/55R16,Dual Compound,Asymmetric,1.85,8.5,No,Off-road,Cold,51578.0,1802.0,31025.1,8.24
